Anonymous-photographer-ID,Image-ID,Image-url,Time,Longitude,Latitude,Exposure,X-center,Y-center,X-radius,Y-radius,X-Regulus,Y-Regulus
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,6a0bc2fd82baaf224664e0501b75d648824d80c42730e48b1c51a0f84b2a6528,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/6a0bc2fd82baaf224664e0501b75d648824d80c42730e48b1c51a0f84b2a6528.jpg,2017-08-21 17:34:01 UTC,-111.81820555555555,43.96315833333334,1/2500,nan,nan,nan,nan,nan,nan
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,7ad91f5a9085afbaafdfac012f31675b0a6704aefb84b318c7357b76307c169f,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/7ad91f5a9085afbaafdfac012f31675b0a6704aefb84b318c7357b76307c169f.jpg,2017-08-21 17:34:42 UTC,-111.81820555555555,43.96315833333334,1.6,nan,nan,nan,nan,nan,nan
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,51f8c22b5877e99e4b8900cbd5607d8f86571df24c7e44508ce941c41cff1e28,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/51f8c22b5877e99e4b8900cbd5607d8f86571df24c7e44508ce941c41cff1e28.jpg,2017-08-21 17:34:30 UTC,-111.81820555555555,43.96315833333334,1/80,2507.0,1837.0,323.0,323.0,1172.0,1012.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,0f4caaf6e5a8e791aa4caddfdd59be99bdf17ab2509e73f80de2119cc8b5b363,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/0f4caaf6e5a8e791aa4caddfdd59be99bdf17ab2509e73f80de2119cc8b5b363.jpg,2017-08-21 17:33:42 UTC,-111.81820555555555,43.96315833333334,1/80,3104.0,1860.5,314.0,323.5,1774.0,1014.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,3aec68ca2d5c9e6b5e129d4eb96b3b078b51540c6826ed30ebd07f008377698c,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/3aec68ca2d5c9e6b5e129d4eb96b3b078b51540c6826ed30ebd07f008377698c.jpg,2017-08-21 17:33:46 UTC,-111.81820555555555,43.96315833333334,1/6400,3122.0,1870.5,309.0,324.5,0.0,0.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,12ce12106afcbbabbf62f222cf75f92550c14f539301f7b606043d19688eecf0,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/12ce12106afcbbabbf62f222cf75f92550c14f539301f7b606043d19688eecf0.jpg,2017-08-21 17:34:28 UTC,-111.81820555555555,43.96315833333334,1/160,2500.0,1834.5,323.0,323.5,1163.0,1008.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,102f601d1d2118a6b12337bc3a840032af6c20322528a39c45d095202cc87682,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/102f601d1d2118a6b12337bc3a840032af6c20322528a39c45d095202cc87682.jpg,2017-08-21 17:33:58 UTC,-111.81820555555555,43.96315833333334,1/2500,nan,nan,nan,nan,nan,nan
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,d54c7acc9eafc4127d953f026ae646a01c1f14acb5199291ac1e052488217ad3,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/d54c7acc9eafc4127d953f026ae646a01c1f14acb5199291ac1e052488217ad3.jpg,2017-08-21 17:33:51 UTC,-111.81820555555555,43.96315833333334,1/50,2763.5,1801.5,305.5,314.5,1427.0,961.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,3ee598359001d4321e9f80eb17455be1d4548f2ba656a8d6b41dc0b4f3a47467,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/3ee598359001d4321e9f80eb17455be1d4548f2ba656a8d6b41dc0b4f3a47467.jpg,2017-08-21 17:33:52 UTC,-111.81820555555555,43.96315833333334,1/5000,2704.0,1889.0,316.0,325.0,1213.0,1595.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,194811bd0e705f34f8c0d3a581345590ebca634da2d1616ed31e70b142c93487,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/194811bd0e705f34f8c0d3a581345590ebca634da2d1616ed31e70b142c93487.jpg,2017-08-21 17:35:06 UTC,-111.81820555555555,43.96315833333334,0.8,nan,nan,nan,nan,nan,nan
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,9fd0c5ddef1041af7567bf63ff58d77391b3e26a31f365c2f62de13e847e49c3,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/9fd0c5ddef1041af7567bf63ff58d77391b3e26a31f365c2f62de13e847e49c3.jpg,2017-08-21 17:35:15 UTC,-111.81820555555555,43.96315833333334,1/40,2690.5,1947.0,322.5,323.0,1360.0,1126.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,671cc430846cc0a03d8adfcea21c78f6863f520dfcd4c2bfb6cab3092518dea7,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/671cc430846cc0a03d8adfcea21c78f6863f520dfcd4c2bfb6cab3092518dea7.jpg,2017-08-21 17:34:38 UTC,-111.81820555555555,43.96315833333334,0.4,2539.5,1859.5,318.5,318.5,1205.0,1034.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,3c74454551a6fa20251216721d76b03cb4861248edace16cdd343ab726900d84,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/3c74454551a6fa20251216721d76b03cb4861248edace16cdd343ab726900d84.jpg,2017-08-21 17:34:34 UTC,-111.81820555555555,43.96315833333334,1/10,2525.5,1850.0,320.5,321.0,1190.0,1025.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,aa08c8e2039b2ef7ba7ddc512edc064e77a25b1cff0a0b0c43d96c141b1fbeb1,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/aa08c8e2039b2ef7ba7ddc512edc064e77a25b1cff0a0b0c43d96c141b1fbeb1.jpg,2017-08-21 17:35:13 UTC,-111.81820555555555,43.96315833333334,1/20,1118.5,809.0,133.5,134.0,564.0,467.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,1161baf24a881d2065d365c4733debc80be8209c90e5d3608ea5b057729db148,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/1161baf24a881d2065d365c4733debc80be8209c90e5d3608ea5b057729db148.jpg,2017-08-21 17:35:10 UTC,-111.81820555555555,43.96315833333334,1/5,2670.0,1935.5,320.0,320.5,1339.0,1114.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,2e261592f323c9c092b3b6853665d402de1c6cae02757e3b57e0fdf1e9436749,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/2e261592f323c9c092b3b6853665d402de1c6cae02757e3b57e0fdf1e9436749.jpg,2017-08-21 17:35:08 UTC,-111.81820555555555,43.96315833333334,0.4,2663.5,1931.5,318.5,318.5,1332.0,1110.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,228a26cb6551e8311e3bc2603e8784f35d1d8f1b8b4b8acffc49733c48dc417a,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/228a26cb6551e8311e3bc2603e8784f35d1d8f1b8b4b8acffc49733c48dc417a.jpg,2017-08-21 17:34:40 UTC,-111.81820555555555,43.96315833333334,0.8,nan,nan,nan,nan,nan,nan
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,cf275c586d83c1bc1c64f5ccde11bbe72836629aa83e7ce1cca5e05f67baae72,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/cf275c586d83c1bc1c64f5ccde11bbe72836629aa83e7ce1cca5e05f67baae72.jpg,2017-08-21 17:34:25 UTC,-111.81820555555555,43.96315833333334,1/640,2488.0,1829.0,324.0,324.0,0.0,0.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,1c816259e14949285baa14600e58510f23dd1e13fc8754e4c054095aeb99c163,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/1c816259e14949285baa14600e58510f23dd1e13fc8754e4c054095aeb99c163.jpg,2017-08-21 17:35:19 UTC,-111.81820555555555,43.96315833333334,1/320,nan,nan,nan,nan,nan,nan
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,bc73578061ce5544727e5e56090e38317a810e630051237390672ad77e5c710b,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/bc73578061ce5544727e5e56090e38317a810e630051237390672ad77e5c710b.jpg,2017-08-21 17:33:54 UTC,-111.81820555555555,43.96315833333334,1/5000,2514.0,1892.0,316.0,325.0,0.0,0.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,37f2934a068149acca7e51adf6810181ab48bcdba84ec167158f1bb59a5bd84c,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/37f2934a068149acca7e51adf6810181ab48bcdba84ec167158f1bb59a5bd84c.jpg,2017-08-21 17:33:49 UTC,-111.81820555555555,43.96315833333334,1/6400,3132.0,1871.0,309.0,325.0,0.0,0.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,84516c09255e798ffb128750791b2855171500412e36018b2312cf2a1812077c,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/84516c09255e798ffb128750791b2855171500412e36018b2312cf2a1812077c.jpg,2017-08-21 17:33:57 UTC,-111.81820555555555,43.96315833333334,1/5000,2410.0,1743.0,318.0,325.0,0.0,0.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,846d8887e202569993a630ab7ccfc4e09181d186d5f7041411e45b0a19b4d2f3,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/846d8887e202569993a630ab7ccfc4e09181d186d5f7041411e45b0a19b4d2f3.jpg,2017-08-21 17:33:45 UTC,-111.81820555555555,43.96315833333334,1/80,3117.0,1866.0,322.0,323.0,1788.0,1020.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,a338f4de1f6be31b0a509943c08e89b74655314838d5af566ab12dcfcbd4517d,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/a338f4de1f6be31b0a509943c08e89b74655314838d5af566ab12dcfcbd4517d.jpg,2017-08-21 17:34:31 UTC,-111.81820555555555,43.96315833333334,1/40,2513.5,1842.5,322.5,322.5,1178.0,1017.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,dc0d8e12e8ec082ac943a09108476fcd881c77ab973a0d9fe03f6da23e7e5c6e,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/dc0d8e12e8ec082ac943a09108476fcd881c77ab973a0d9fe03f6da23e7e5c6e.jpg,2017-08-21 17:34:36 UTC,-111.81820555555555,43.96315833333334,1/5,2532.0,1854.5,320.0,320.5,1197.0,1029.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,aa34555763965a34d4efd758f31dc8cd1e1a4bfd0056da4f959b2866e6282836,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/aa34555763965a34d4efd758f31dc8cd1e1a4bfd0056da4f959b2866e6282836.jpg,2017-08-21 17:35:18 UTC,-111.81820555555555,43.96315833333334,1/160,nan,nan,nan,nan,nan,nan
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,35d33b0227298d19bc7ddcbaee5ea22323e6eb911bb782cd285509392620c919,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/35d33b0227298d19bc7ddcbaee5ea22323e6eb911bb782cd285509392620c919.jpg,2017-08-21 17:33:43 UTC,-111.81820555555555,43.96315833333334,1/80,3109.5,1863.0,319.5,323.0,1780.0,1016.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,e6ffc88ea730d07c6ec44a26a37a855df30030fb853a7686781241e5d116ce0a,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/e6ffc88ea730d07c6ec44a26a37a855df30030fb853a7686781241e5d116ce0a.jpg,2017-08-21 17:34:33 UTC,-111.81820555555555,43.96315833333334,1/20,2518.5,1846.0,321.5,322.0,1183.0,1020.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,1f561c936c43ba760561ffb7a2fbcde8c244e96af41da760f68778256208313e,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/1f561c936c43ba760561ffb7a2fbcde8c244e96af41da760f68778256208313e.jpg,2017-08-21 17:34:00 UTC,-111.81820555555555,43.96315833333334,1/2500,2387.5,1756.0,323.5,324.0,0.0,0.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,6d621e9809e9aa0f204f715a1f9a2915903742f2f22cfdae9e3f13fd0f3151be,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/6d621e9809e9aa0f204f715a1f9a2915903742f2f22cfdae9e3f13fd0f3151be.jpg,2017-08-21 17:33:55 UTC,-111.81820555555555,43.96315833333334,1/5000,2514.5,1785.5,316.5,324.5,0.0,0.0
c9265f1920c3225780c8dc912b48ae35e433c0b8254479bfdafe2adb95c3804d,6d8b47f9276cecf6d966b36aabb2d8777037e6e33c8b9e308358b59ff4181e8a,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/6d8b47f9276cecf6d966b36aabb2d8777037e6e33c8b9e308358b59ff4181e8a.jpg,2017-08-21 17:35:12 UTC,-111.81820555555555,43.96315833333334,1/10,1115.0,807.0,133.0,133.0,561.0,465.0
4de6aa8f3b9e719f17a1ec433986010ce64354b2590195cf035f48f3a7f8e4c0,7f68604d7489dc30e279fc4eb86bbcde76b3186888d76db9ed3bea1792fa56f1,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/7f68604d7489dc30e279fc4eb86bbcde76b3186888d76db9ed3bea1792fa56f1.jpg,2017-08-21 17:25:41 UTC,-118.1885790800252,44.49857728986471,1/4,1934.0,1061.0,227.0,216.0,0.0,0.0
62ecb61a7067793f35f592727d31b5df4b571134bd825d833dbc89c42b42a7b1,501749094abf19d453d0327682bf2f801630fea66fb3587957218e907b847e2d,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/501749094abf19d453d0327682bf2f801630fea66fb3587957218e907b847e2d.jpg,2017-08-21 17:24:06 UTC,-118.1885790800252,44.49857728986471,1/4,1970.5,1444.0,122.5,122.0,0.0,0.0
b8310a67651b4ebaa733a251e754698d24bb0d326235daf519d1530c9a7d3054,a0bed11b89dedc1306c2b9b742ecb50899a254bd1e04a1692100541a4fae74cc,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/a0bed11b89dedc1306c2b9b742ecb50899a254bd1e04a1692100541a4fae74cc.jpg,2017-08-21 17:25:13 UTC,-118.1885790800252,44.49857728986471,1/4,1844.0,1319.0,124.0,121.0,0.0,0.0
3c1bbf3f9ef4a5b7520fc2637ed5e47198069342585051bc54964813de994d1b,3d96edc3d26a18b417e2ffceda943e6aa7dc171b2169d404a4144b7a835874a9,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/3d96edc3d26a18b417e2ffceda943e6aa7dc171b2169d404a4144b7a835874a9.jpg,2017-08-21 18:33:28 UTC,-84.32006944444444,35.54846944444444,1/25,2562.0,1335.0,422.0,424.0,674.0,2150.0
3c1bbf3f9ef4a5b7520fc2637ed5e47198069342585051bc54964813de994d1b,5ae1dd23b0b5a3441dc9977d92a8582f63b2ae2263b519e3cc4be2b9e7b4f8be,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/5ae1dd23b0b5a3441dc9977d92a8582f63b2ae2263b519e3cc4be2b9e7b4f8be.jpg,2017-08-21 18:33:53 UTC,-84.32006944444444,35.54846944444444,1/50,2426.0,1951.5,766.0,770.5,0.0,0.0
3c1bbf3f9ef4a5b7520fc2637ed5e47198069342585051bc54964813de994d1b,ebc4d8ccd188d310017b747e09dfaea1a99630693f7cef2e1ffbf0b644b38961,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/ebc4d8ccd188d310017b747e09dfaea1a99630693f7cef2e1ffbf0b644b38961.jpg,2017-08-21 18:33:31 UTC,-84.32006944444444,35.54846944444444,1/20,2578.0,1327.0,423.0,425.0,698.0,2142.0
3c1bbf3f9ef4a5b7520fc2637ed5e47198069342585051bc54964813de994d1b,4f8376ef93a52285edf5f74adb1ac60ab139fec40152619a52bc22353f90f596,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/4f8376ef93a52285edf5f74adb1ac60ab139fec40152619a52bc22353f90f596.jpg,2017-08-21 18:32:57 UTC,-84.32006944444444,35.54846944444444,1/60,nan,nan,nan,nan,nan,nan
3c1bbf3f9ef4a5b7520fc2637ed5e47198069342585051bc54964813de994d1b,03d29d25610663bf1ce4e036994e55a86beef75dcd2bc0bcae7dde9a88b60ede,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/03d29d25610663bf1ce4e036994e55a86beef75dcd2bc0bcae7dde9a88b60ede.jpg,2017-08-21 18:34:47 UTC,-84.32006944444444,35.54846944444444,1/25,2651.0,1625.5,767.0,770.5,0.0,0.0
3c1bbf3f9ef4a5b7520fc2637ed5e47198069342585051bc54964813de994d1b,1ccddeb72bb534d5f1f19b1b9eaabc7dfb18b8e0f4961fc9c7bb15385d797a86,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/1ccddeb72bb534d5f1f19b1b9eaabc7dfb18b8e0f4961fc9c7bb15385d797a86.jpg,2017-08-21 18:33:34 UTC,-84.32006944444444,35.54846944444444,1/20,2591.5,1330.5,422.5,424.5,705.0,2145.0
3c1bbf3f9ef4a5b7520fc2637ed5e47198069342585051bc54964813de994d1b,414d3fdfa572b211a7e19fd5a5770f40f13d93e926aa85edc5fdc0bd0d4543d8,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/414d3fdfa572b211a7e19fd5a5770f40f13d93e926aa85edc5fdc0bd0d4543d8.jpg,2017-08-21 18:34:24 UTC,-84.32006944444444,35.54846944444444,1/25,2453.0,1756.5,769.0,772.5,0.0,0.0
3c1bbf3f9ef4a5b7520fc2637ed5e47198069342585051bc54964813de994d1b,7753fd6e52e83fda7ccec99434146a8dd0941b7760c7f0d9215d343485b7a2e7,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/7753fd6e52e83fda7ccec99434146a8dd0941b7760c7f0d9215d343485b7a2e7.jpg,2017-08-21 18:35:14 UTC,-84.32006944444444,35.54846944444444,1/20,2591.0,1601.0,770.0,774.0,0.0,0.0
3c1bbf3f9ef4a5b7520fc2637ed5e47198069342585051bc54964813de994d1b,5becdbdd6001e4728254565e02c5ed4d19e39368fd68660e4c024f011162f7e9,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/5becdbdd6001e4728254565e02c5ed4d19e39368fd68660e4c024f011162f7e9.jpg,2017-08-21 18:33:11 UTC,-84.32006944444444,35.54846944444444,1/25,2333.5,1495.0,420.5,424.0,439.0,2310.0
f4fe6b5e3ba4f88a48c29ad21d70d6cf06bf1847fda288f590e17d950ce503ac,00ed8197c10c519269431b67702ffe8fc56c9da1c8b8413502a9d186ad4c8585,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/00ed8197c10c519269431b67702ffe8fc56c9da1c8b8413502a9d186ad4c8585.nef,2017-08-21 17:26:38 UTC,-117.44580666666667,44.57330833333333,5,nan,nan,nan,nan,nan,nan
f4fe6b5e3ba4f88a48c29ad21d70d6cf06bf1847fda288f590e17d950ce503ac,95b6fc8093aaeb020e0c20cab8ab64b07ed7de0cdbd2143216e7d3b92eb3296a,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/95b6fc8093aaeb020e0c20cab8ab64b07ed7de0cdbd2143216e7d3b92eb3296a.nef,2017-08-21 17:26:28 UTC,-117.44580500000001,44.57330833333333,5,2395.5,1755.0,398.5,378.0,0.0,0.0
919797a8bb3fa0b2302de5ab2144cd5b2104ca62653340eda64ec61ad6a7cdfb,d90d30ce52ed52177900d3e4eaf586c8f8d1f0a88cd2d831b06be3380a8f0db2,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/d90d30ce52ed52177900d3e4eaf586c8f8d1f0a88cd2d831b06be3380a8f0db2.jpg,2017-08-21 17:17:07 UTC,-123.83525,44.775151666666666,1/60,3033.5,2169.0,293.5,289.0,0.0,0.0
919797a8bb3fa0b2302de5ab2144cd5b2104ca62653340eda64ec61ad6a7cdfb,bbaf377533f7b7d792bb12304ad40f084e4aceb1af28976d7c41622c4ae26010,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/bbaf377533f7b7d792bb12304ad40f084e4aceb1af28976d7c41622c4ae26010.jpg,2017-08-21 17:17:44 UTC,-123.83525138888888,44.7751525,1/125,2983.5,2208.5,294.5,292.5,0.0,0.0
919797a8bb3fa0b2302de5ab2144cd5b2104ca62653340eda64ec61ad6a7cdfb,7be1a3cc2e8a9c1a15e6dc8fda0d141f3f1fef5203014cf38541b03a632cec75,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/7be1a3cc2e8a9c1a15e6dc8fda0d141f3f1fef5203014cf38541b03a632cec75.jpg,2017-08-21 17:18:04 UTC,-123.83525,44.77515416666667,1/500,3121.5,2133.0,298.5,295.0,0.0,0.0
919797a8bb3fa0b2302de5ab2144cd5b2104ca62653340eda64ec61ad6a7cdfb,d8344315d6a0d6fd4f88827291549b3569804f16e4c9fee6f212ffe53dd3586b,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/d8344315d6a0d6fd4f88827291549b3569804f16e4c9fee6f212ffe53dd3586b.jpg,2017-08-21 17:17:18 UTC,-123.83525,44.775151666666666,1/60,3033.5,2169.0,293.5,289.0,0.0,0.0
919797a8bb3fa0b2302de5ab2144cd5b2104ca62653340eda64ec61ad6a7cdfb,f2c6d842eda490e25bf256bfb8cf862f248db99033b2e43421ea8ff89ccb8a34,https://storage.googleapis.com/gcs-public-data--eclipse-megamovie/v0.3/f2c6d842eda490e25bf256bfb8cf862f248db99033b2e43421ea8ff89ccb8a34.jpg,2017-08-21 17:17:32 UTC,-123.83525083333333,44.775151666666666,1/125,2983.5,2209.5,295.5,293.5,0.0,0.0
